PA,SZ,TOD,Hse,Time
Bukit Merah,Telok Blangah Rise,Others,50,2000
Bukit Merah,Telok Blangah Way,HDB 1- and 2-Room Flats,1160,2000
Bukit Merah,Telok Blangah Way,HDB 3-Room Flats,1870,2000
Bukit Merah,Telok Blangah Way,HDB 4-Room Flats,540,2000
Bukit Merah,Telok Blangah Way,HDB 5-Room and Executive Flats,420,2000
Bukit Merah,Telok Blangah Way,HUDC Flats (excluding those privatised),0,2000
Bukit Merah,Telok Blangah Way,Landed Properties,0,2000
Bukit Merah,Telok Blangah Way,Condominiums and Other Apartments,0,2000
Bukit Merah,Telok Blangah Way,Others,40,2000
Bukit Merah,Tiong Bahru,HDB 1- and 2-Room Flats,110,2000
Bukit Merah,Tiong Bahru,HDB 3-Room Flats,1560,2000
Bukit Merah,Tiong Bahru,HDB 4-Room Flats,1080,2000
Bukit Merah,Tiong Bahru,HDB 5-Room and Executive Flats,250,2000
Bukit Merah,Tiong Bahru,HUDC Flats (excluding those privatised),0,2000
Bukit Merah,Tiong Bahru,Landed Properties,20,2000
Bukit Merah,Tiong Bahru,Condominiums and Other Apartments,200,2000
Bukit Merah,Tiong Bahru,Others,80,2000
Bukit Merah,Tiong Bahru Station,HDB 1- and 2-Room Flats,700,2000
Bukit Merah,Tiong Bahru Station,HDB 3-Room Flats,370,2000
Bukit Merah,Tiong Bahru Station,HDB 4-Room Flats,400,2000
Bukit Merah,Tiong Bahru Station,HDB 5-Room and Executive Flats,580,2000
Bukit Merah,Tiong Bahru Station,HUDC Flats (excluding those privatised),0,2000
Bukit Merah,Tiong Bahru Station,Landed Properties,0,2000
Bukit Merah,Tiong Bahru Station,Condominiums and Other Apartments,610,2000
Bukit Merah,Tiong Bahru Station,Others,20,2000
Bukit Panjang,Bangkit,HDB 1- and 2-Room Flats,0,2000
Bukit Panjang,Bangkit,HDB 3-Room Flats,1100,2000
Bukit Panjang,Bangkit,HDB 4-Room Flats,3570,2000
Bukit Panjang,Bangkit,HDB 5-Room and Executive Flats,1490,2000
Bukit Panjang,Bangkit,HUDC Flats (excluding those privatised),0,2000
Bukit Panjang,Bangkit,Landed Properties,0,2000
Bukit Panjang,Bangkit,Condominiums and Other Apartments,400,2000
Bukit Panjang,Bangkit,Others,20,2000
Bukit Panjang,Bukit Panjang,HDB 1- and 2-Room Flats,0,2000
Bukit Panjang,Bukit Panjang,HDB 3-Room Flats,1520,2000
Bukit Panjang,Bukit Panjang,HDB 4-Room Flats,2640,2000
Bukit Panjang,Bukit Panjang,HDB 5-Room and Executive Flats,2420,2000
Bukit Panjang,Bukit Panjang,HUDC Flats (excluding those privatised),0,2000
Bukit Panjang,Bukit Panjang,Landed Properties,160,2000
Bukit Panjang,Bukit Panjang,Condominiums and Other Apartments,1590,2000
Bukit Panjang,Bukit Panjang,Others,40,2000
Bukit Panjang,Dairy Farm,HDB 1- and 2-Room Flats,0,2000
Bukit Panjang,Dairy Farm,HDB 3-Room Flats,0,2000
Bukit Panjang,Dairy Farm,HDB 4-Room Flats,0,2000
Bukit Panjang,Dairy Farm,HDB 5-Room and Executive Flats,0,2000
Bukit Panjang,Dairy Farm,HUDC Flats (excluding those privatised),0,2000
Bukit Panjang,Dairy Farm,Landed Properties,420,2000
Bukit Panjang,Dairy Farm,Condominiums and Other Apartments,670,2000
Bukit Panjang,Dairy Farm,Others,0,2000
Bukit Panjang,Fajar,HDB 1- and 2-Room Flats,0,2000
Bukit Panjang,Fajar,HDB 3-Room Flats,0,2000
Bukit Panjang,Fajar,HDB 4-Room Flats,2550,2000
Bukit Panjang,Fajar,HDB 5-Room and Executive Flats,2360,2000
Bukit Panjang,Fajar,HUDC Flats (excluding those privatised),0,2000
Bukit Panjang,Fajar,Landed Properties,0,2000
Bukit Panjang,Fajar,Condominiums and Other Apartments,0,2000
Bukit Panjang,Fajar,Others,0,2000
Bukit Panjang,Nature Reserve,HDB 1- and 2-Room Flats,0,2000
Bukit Panjang,Nature Reserve,HDB 3-Room Flats,0,2000
Bukit Panjang,Nature Reserve,HDB 4-Room Flats,0,2000
Bukit Panjang,Nature Reserve,HDB 5-Room and Executive Flats,0,2000
Bukit Panjang,Nature Reserve,HUDC Flats (excluding those privatised),0,2000
Bukit Panjang,Nature Reserve,Landed Properties,160,2000
Bukit Panjang,Nature Reserve,Condominiums and Other Apartments,1040,2000
Bukit Panjang,Nature Reserve,Others,0,2000
Bukit Panjang,Saujana,HDB 1- and 2-Room Flats,0,2000
Bukit Panjang,Saujana,HDB 3-Room Flats,0,2000
Bukit Panjang,Saujana,HDB 4-Room Flats,2490,2000
Bukit Panjang,Saujana,HDB 5-Room and Executive Flats,3080,2000
Bukit Panjang,Saujana,HUDC Flats (excluding those privatised),0,2000
Bukit Panjang,Saujana,Landed Properties,0,2000
Bukit Panjang,Saujana,Condominiums and Other Apartments,0,2000
Bukit Panjang,Saujana,Others,0,2000
Bukit Panjang,Senja,HDB 1- and 2-Room Flats,0,2000
Bukit Panjang,Senja,HDB 3-Room Flats,0,2000
Bukit Panjang,Senja,HDB 4-Room Flats,1180,2000
Bukit Panjang,Senja,HDB 5-Room and Executive Flats,1520,2000
Bukit Panjang,Senja,HUDC Flats (excluding those privatised),0,2000
Bukit Panjang,Senja,Landed Properties,0,2000
Bukit Panjang,Senja,Condominiums and Other Apartments,0,2000
Bukit Panjang,Senja,Others,10,2000
Bukit Timah,Anak Bukit,HDB 1- and 2-Room Flats,0,2000
Bukit Timah,Anak Bukit,HDB 3-Room Flats,20,2000
Bukit Timah,Anak Bukit,HDB 4-Room Flats,670,2000
Bukit Timah,Anak Bukit,HDB 5-Room and Executive Flats,890,2000
Bukit Timah,Anak Bukit,HUDC Flats (excluding those privatised),0,2000
Bukit Timah,Anak Bukit,Landed Properties,2040,2000
Bukit Timah,Anak Bukit,Condominiums and Other Apartments,3090,2000
Bukit Timah,Anak Bukit,Others,100,2000
Bukit Timah,Coronation,HDB 1- and 2-Room Flats,0,2000
Bukit Timah,Coronation,HDB 3-Room Flats,0,2000
Bukit Timah,Coronation,HDB 4-Room Flats,0,2000
Bukit Timah,Coronation,HDB 5-Room and Executive Flats,0,2000
Bukit Timah,Coronation,HUDC Flats (excluding those privatised),0,2000
Bukit Timah,Coronation,Landed Properties,1240,2000
Bukit Timah,Coronation,Condominiums and Other Apartments,560,2000
Bukit Timah,Coronation,Others,20,2000
Bukit Timah,Farrer Court,HDB 1- and 2-Room Flats,0,2000
Bukit Timah,Farrer Court,HDB 3-Room Flats,410,2000
Bukit Timah,Farrer Court,HDB 4-Room Flats,180,2000
Bukit Timah,Farrer Court,HDB 5-Room and Executive Flats,90,2000
Bukit Timah,Farrer Court,HUDC Flats (excluding those privatised),620,2000
Bukit Timah,Farrer Court,Landed Properties,280,2000
Bukit Timah,Farrer Court,Condominiums and Other Apartments,640,2000
Bukit Timah,Farrer Court,Others,40,2000
Bukit Timah,Hillcrest,HDB 1- and 2-Room Flats,0,2000
Bukit Timah,Hillcrest,HDB 3-Room Flats,0,2000
Bukit Timah,Hillcrest,HDB 4-Room Flats,0,2000
Bukit Timah,Hillcrest,HDB 5-Room and Executive Flats,0,2000
Bukit Timah,Hillcrest,HUDC Flats (excluding those privatised),0,2000
Bukit Timah,Hillcrest,Landed Properties,1370,2000
Bukit Timah,Hillcrest,Condominiums and Other Apartments,1340,2000
Bukit Timah,Hillcrest,Others,70,2000
Bukit Timah,Holland Road,HDB 1- and 2-Room Flats,0,2000
Bukit Timah,Holland Road,HDB 3-Room Flats,0,2000
Bukit Timah,Holland Road,HDB 4-Room Flats,0,2000
Bukit Timah,Holland Road,HDB 5-Room and Executive Flats,0,2000
Bukit Timah,Holland Road,HUDC Flats (excluding those privatised),0,2000
Bukit Timah,Holland Road,Landed Properties,1150,2000
Bukit Timah,Holland Road,Condominiums and Other Apartments,1370,2000
Bukit Timah,Holland Road,Others,30,2000
Bukit Timah,Leedon Park,HDB 1- and 2-Room Flats,0,2000
Bukit Timah,Leedon Park,HDB 3-Room Flats,0,2000
Bukit Timah,Leedon Park,HDB 4-Room Flats,0,2000
Bukit Timah,Leedon Park,HDB 5-Room and Executive Flats,0,2000
Bukit Timah,Leedon Park,HUDC Flats (excluding those privatised),0,2000
Bukit Timah,Leedon Park,Landed Properties,1340,2000
Bukit Timah,Leedon Park,Condominiums and Other Apartments,1500,2000
Bukit Timah,Leedon Park,Others,10,2000
Bukit Timah,Swiss Club,HDB 1- and 2-Room Flats,0,2000
Bukit Timah,Swiss Club,HDB 3-Room Flats,0,2000
Bukit Timah,Swiss Club,HDB 4-Room Flats,0,2000
Bukit Timah,Swiss Club,HDB 5-Room and Executive Flats,0,2000
Bukit Timah,Swiss Club,HUDC Flats (excluding those privatised),0,2000
Bukit Timah,Swiss Club,Landed Properties,980,2000
Bukit Timah,Swiss Club,Condominiums and Other Apartments,450,2000
Bukit Timah,Swiss Club,Others,40,2000
Bukit Timah,Ulu Pandan,HDB 1- and 2-Room Flats,0,2000
Bukit Timah,Ulu Pandan,HDB 3-Room Flats,0,2000
Bukit Timah,Ulu Pandan,HDB 4-Room Flats,0,2000
Bukit Timah,Ulu Pandan,HDB 5-Room and Executive Flats,0,2000
Bukit Timah,Ulu Pandan,HUDC Flats (excluding those privatised),0,2000
Bukit Timah,Ulu Pandan,Landed Properties,950,2000
Bukit Timah,Ulu Pandan,Condominiums and Other Apartments,2890,2000
Bukit Timah,Ulu Pandan,Others,50,2000
Central Water Catchment,Central Water Catchment,HDB 1- and 2-Room Flats,0,2000
Central Water Catchment,Central Water Catchment,HDB 3-Room Flats,0,2000
Central Water Catchment,Central Water Catchment,HDB 4-Room Flats,0,2000
Central Water Catchment,Central Water Catchment,HDB 5-Room and Executive Flats,0,2000
Central Water Catchment,Central Water Catchment,HUDC Flats (excluding those privatised),0,2000
Central Water Catchment,Central Water Catchment,Landed Properties,0,2000
Central Water Catchment,Central Water Catchment,Condominiums and Other Apartments,0,2000
Central Water Catchment,Central Water Catchment,Others,0,2000
Changi,Changi Airport,HDB 1- and 2-Room Flats,0,2000
Changi,Changi Airport,HDB 3-Room Flats,0,2000
Changi,Changi Airport,HDB 4-Room Flats,0,2000
Changi,Changi Airport,HDB 5-Room and Executive Flats,0,2000
Changi,Changi Airport,HUDC Flats (excluding those privatised),0,2000
Changi,Changi Airport,Landed Properties,0,2000
Changi,Changi Airport,Condominiums and Other Apartments,0,2000
Changi,Changi Airport,Others,0,2000
Changi,Changi Point,HDB 1- and 2-Room Flats,0,2000
Changi,Changi Point,HDB 3-Room Flats,170,2000
Changi,Changi Point,HDB 4-Room Flats,0,2000
Changi,Changi Point,HDB 5-Room and Executive Flats,0,2000
Changi,Changi Point,HUDC Flats (excluding those privatised),0,2000
Changi,Changi Point,Landed Properties,70,2000
Changi,Changi Point,Condominiums and Other Apartments,0,2000
Changi,Changi Point,Others,70,2000
Changi,Changi West,HDB 1- and 2-Room Flats,0,2000
Changi,Changi West,HDB 3-Room Flats,0,2000
Changi,Changi West,HDB 4-Room Flats,0,2000
Changi,Changi West,HDB 5-Room and Executive Flats,0,2000
Changi,Changi West,HUDC Flats (excluding those privatised),0,2000
Changi,Changi West,Landed Properties,0,2000
Changi,Changi West,Condominiums and Other Apartments,0,2000
Changi,Changi West,Others,0,2000
Changi Bay,Subzone 1,HDB 1- and 2-Room Flats,0,2000
Changi Bay,Subzone 1,HDB 3-Room Flats,0,2000
Changi Bay,Subzone 1,HDB 4-Room Flats,0,2000
Changi Bay,Subzone 1,HDB 5-Room and Executive Flats,0,2000
Changi Bay,Subzone 1,HUDC Flats (excluding those privatised),0,2000
Changi Bay,Subzone 1,Landed Properties,0,2000
Changi Bay,Subzone 1,Condominiums and Other Apartments,0,2000
Changi Bay,Subzone 1,Others,0,2000
Choa Chu Kang,Central,HDB 1- and 2-Room Flats,0,2000
Choa Chu Kang,Central,HDB 3-Room Flats,0,2000
Choa Chu Kang,Central,HDB 4-Room Flats,2350,2000
Choa Chu Kang,Central,HDB 5-Room and Executive Flats,1610,2000
Choa Chu Kang,Central,HUDC Flats (excluding those privatised),0,2000
Choa Chu Kang,Central,Landed Properties,0,2000
Choa Chu Kang,Central,Condominiums and Other Apartments,760,2000
Choa Chu Kang,Central,Others,10,2000
Choa Chu Kang,Keat Hong,HDB 1- and 2-Room Flats,0,2000
Choa Chu Kang,Keat Hong,HDB 3-Room Flats,0,2000
Choa Chu Kang,Keat Hong,HDB 4-Room Flats,2130,2000
Choa Chu Kang,Keat Hong,HDB 5-Room and Executive Flats,1270,2000
Choa Chu Kang,Keat Hong,HUDC Flats (excluding those privatised),0,2000
Choa Chu Kang,Keat Hong,Landed Properties,60,2000
Choa Chu Kang,Keat Hong,Condominiums and Other Apartments,690,2000
Choa Chu Kang,Keat Hong,Others,20,2000
Choa Chu Kang,Kranji North,HDB 1- and 2-Room Flats,0,2000
Choa Chu Kang,Kranji North,HDB 3-Room Flats,0,2000
Choa Chu Kang,Kranji North,HDB 4-Room Flats,950,2000
Choa Chu Kang,Kranji North,HDB 5-Room and Executive Flats,2770,2000
Choa Chu Kang,Kranji North,HUDC Flats (excluding those privatised),0,2000
Choa Chu Kang,Kranji North,Landed Properties,0,2000
Choa Chu Kang,Kranji North,Condominiums and Other Apartments,0,2000
Choa Chu Kang,Kranji North,Others,0,2000
Choa Chu Kang,Pang Sua,HDB 1- and 2-Room Flats,0,2000
Choa Chu Kang,Pang Sua,HDB 3-Room Flats,0,2000
Choa Chu Kang,Pang Sua,HDB 4-Room Flats,1430,2000
Choa Chu Kang,Pang Sua,HDB 5-Room and Executive Flats,1580,2000
Choa Chu Kang,Pang Sua,HUDC Flats (excluding those privatised),0,2000
Choa Chu Kang,Pang Sua,Landed Properties,520,2000
Choa Chu Kang,Pang Sua,Condominiums and Other Apartments,0,2000
Choa Chu Kang,Pang Sua,Others,0,2000
Choa Chu Kang,Peng Siang,HDB 1- and 2-Room Flats,0,2000
Choa Chu Kang,Peng Siang,HDB 3-Room Flats,0,2000
Choa Chu Kang,Peng Siang,HDB 4-Room Flats,4760,2000
Choa Chu Kang,Peng Siang,HDB 5-Room and Executive Flats,2910,2000
Choa Chu Kang,Peng Siang,HUDC Flats (excluding those privatised),0,2000
Choa Chu Kang,Peng Siang,Landed Properties,0,2000
Choa Chu Kang,Peng Siang,Condominiums and Other Apartments,0,2000
Choa Chu Kang,Peng Siang,Others,0,2000
Choa Chu Kang,Teck Whye,HDB 1- and 2-Room Flats,240,2000
Choa Chu Kang,Teck Whye,HDB 3-Room Flats,1320,2000
Choa Chu Kang,Teck Whye,HDB 4-Room Flats,3140,2000
Choa Chu Kang,Teck Whye,HDB 5-Room and Executive Flats,2200,2000
Choa Chu Kang,Teck Whye,HUDC Flats (excluding those privatised),0,2000
Choa Chu Kang,Teck Whye,Landed Properties,0,2000
Choa Chu Kang,Teck Whye,Condominiums and Other Apartments,0,2000
Choa Chu Kang,Teck Whye,Others,40,2000
Choa Chu Kang,Yew Tee,HDB 1- and 2-Room Flats,0,2000
Choa Chu Kang,Yew Tee,HDB 3-Room Flats,0,2000
Choa Chu Kang,Yew Tee,HDB 4-Room Flats,3140,2000
Choa Chu Kang,Yew Tee,HDB 5-Room and Executive Flats,3410,2000
Choa Chu Kang,Yew Tee,HUDC Flats (excluding those privatised),0,2000
Choa Chu Kang,Yew Tee,Landed Properties,0,2000
Choa Chu Kang,Yew Tee,Condominiums and Other Apartments,400,2000
Choa Chu Kang,Yew Tee,Others,0,2000
Clementi,Clementi Central,HDB 1- and 2-Room Flats,0,2000
Clementi,Clementi Central,HDB 3-Room Flats,2160,2000
Clementi,Clementi Central,HDB 4-Room Flats,1010,2000
Clementi,Clementi Central,HDB 5-Room and Executive Flats,30,2000
Clementi,Clementi Central,HUDC Flats (excluding those privatised),0,2000
Clementi,Clementi Central,Landed Properties,230,2000
Clementi,Clementi Central,Condominiums and Other Apartments,150,2000
Clementi,Clementi Central,Others,210,2000
Clementi,Clementi North,HDB 1- and 2-Room Flats,220,2000
Clementi,Clementi North,HDB 3-Room Flats,4930,2000
Clementi,Clementi North,HDB 4-Room Flats,2490,2000
Clementi,Clementi North,HDB 5-Room and Executive Flats,870,2000
Clementi,Clementi North,HUDC Flats (excluding those privatised),0,2000
Clementi,Clementi North,Landed Properties,0,2000
Clementi,Clementi North,Condominiums and Other Apartments,0,2000
Clementi,Clementi North,Others,50,2000
Clementi,Clementi West,HDB 1- and 2-Room Flats,0,2000
Clementi,Clementi West,HDB 3-Room Flats,3130,2000
Clementi,Clementi West,HDB 4-Room Flats,1290,2000
Clementi,Clementi West,HDB 5-Room and Executive Flats,340,2000
Clementi,Clementi West,HUDC Flats (excluding those privatised),0,2000
Clementi,Clementi West,Landed Properties,50,2000
Clementi,Clementi West,Condominiums and Other Apartments,580,2000
Clementi,Clementi West,Others,100,2000
Clementi,Clementi Woods,HDB 1- and 2-Room Flats,920,2000
Clementi,Clementi Woods,HDB 3-Room Flats,2640,2000
Clementi,Clementi Woods,HDB 4-Room Flats,1810,2000
Clementi,Clementi Woods,HDB 5-Room and Executive Flats,970,2000
Clementi,Clementi Woods,HUDC Flats (excluding those privatised),0,2000
Clementi,Clementi Woods,Landed Properties,70,2000
Clementi,Clementi Woods,Condominiums and Other Apartments,70,2000
Clementi,Clementi Woods,Others,90,2000
Clementi,Faber,HDB 1- and 2-Room Flats,0,2000
Clementi,Faber,HDB 3-Room Flats,0,2000
Clementi,Faber,HDB 4-Room Flats,0,2000
Clementi,Faber,HDB 5-Room and Executive Flats,0,2000
Clementi,Faber,HUDC Flats (excluding those privatised),0,2000
Clementi,Faber,Landed Properties,430,2000
Clementi,Faber,Condominiums and Other Apartments,710,2000
Clementi,Faber,Others,20,2000
Clementi,Pandan,HDB 1- and 2-Room Flats,0,2000
Clementi,Pandan,HDB 3-Room Flats,0,2000
Clementi,Pandan,HDB 4-Room Flats,0,2000
Clementi,Pandan,HDB 5-Room and Executive Flats,0,2000
Clementi,Pandan,HUDC Flats (excluding those privatised),0,2000
Clementi,Pandan,Landed Properties,0,2000
Clementi,Pandan,Condominiums and Other Apartments,0,2000
Clementi,Pandan,Others,0,2000
Clementi,Sunset Way,HDB 1- and 2-Room Flats,0,2000
Clementi,Sunset Way,HDB 3-Room Flats,90,2000
Clementi,Sunset Way,HDB 4-Room Flats,410,2000
Clementi,Sunset Way,HDB 5-Room and Executive Flats,590,2000
Clementi,Sunset Way,HUDC Flats (excluding those privatised),0,2000
Clementi,Sunset Way,Landed Properties,300,2000
Clementi,Sunset Way,Condominiums and Other Apartments,670,2000
Clementi,Sunset Way,Others,30,2000
Clementi,Toh Tuck,HDB 1- and 2-Room Flats,0,2000
Clementi,Toh Tuck,HDB 3-Room Flats,0,2000
Clementi,Toh Tuck,HDB 4-Room Flats,0,2000
Clementi,Toh Tuck,HDB 5-Room and Executive Flats,0,2000
Clementi,Toh Tuck,HUDC Flats (excluding those privatised),0,2000
Clementi,Toh Tuck,Landed Properties,0,2000
Clementi,Toh Tuck,Condominiums and Other Apartments,0,2000
Clementi,Toh Tuck,Others,0,2000
Clementi,West Coast,HDB 1- and 2-Room Flats,0,2000
Clementi,West Coast,HDB 3-Room Flats,0,2000
Clementi,West Coast,HDB 4-Room Flats,0,2000
Clementi,West Coast,HDB 5-Room and Executive Flats,0,2000
Clementi,West Coast,HUDC Flats (excluding those privatised),0,2000
Clementi,West Coast,Landed Properties,540,2000
Clementi,West Coast,Condominiums and Other Apartments,640,2000
Clementi,West Coast,Others,70,2000
Downtown Core,Anson,HDB 1- and 2-Room Flats,0,2000
Downtown Core,Anson,HDB 3-Room Flats,0,2000
Downtown Core,Anson,HDB 4-Room Flats,0,2000
Downtown Core,Anson,HDB 5-Room and Executive Flats,0,2000
Downtown Core,Anson,HUDC Flats (excluding those privatised),0,2000
Downtown Core,Anson,Landed Properties,0,2000
Downtown Core,Anson,Condominiums and Other Apartments,0,2000
Downtown Core,Anson,Others,0,2000
Downtown Core,Bayfront Subzone,HDB 1- and 2-Room Flats,0,2000
Downtown Core,Bayfront Subzone,HDB 3-Room Flats,0,2000
Downtown Core,Bayfront Subzone,HDB 4-Room Flats,0,2000
Downtown Core,Bayfront Subzone,HDB 5-Room and Executive Flats,0,2000
Downtown Core,Bayfront Subzone,HUDC Flats (excluding those privatised),0,2000
Downtown Core,Bayfront Subzone,Landed Properties,0,2000
Downtown Core,Bayfront Subzone,Condominiums and Other Apartments,0,2000
Downtown Core,Bayfront Subzone,Others,0,2000
Downtown Core,Bugis,HDB 1- and 2-Room Flats,340,2000
Downtown Core,Bugis,HDB 3-Room Flats,630,2000
Downtown Core,Bugis,HDB 4-Room Flats,330,2000
Downtown Core,Bugis,HDB 5-Room and Executive Flats,10,2000
Downtown Core,Bugis,HUDC Flats (excluding those privatised),0,2000
Downtown Core,Bugis,Landed Properties,0,2000
Downtown Core,Bugis,Condominiums and Other Apartments,90,2000
Downtown Core,Bugis,Others,110,2000
Downtown Core,Cecil,HDB 1- and 2-Room Flats,0,2000
Downtown Core,Cecil,HDB 3-Room Flats,0,2000
Downtown Core,Cecil,HDB 4-Room Flats,0,2000
Downtown Core,Cecil,HDB 5-Room and Executive Flats,0,2000
Downtown Core,Cecil,HUDC Flats (excluding those privatised),0,2000
Downtown Core,Cecil,Landed Properties,0,2000
Downtown Core,Cecil,Condominiums and Other Apartments,0,2000
Downtown Core,Cecil,Others,0,2000
Downtown Core,Central Subzone,HDB 1- and 2-Room Flats,0,2000
Downtown Core,Central Subzone,HDB 3-Room Flats,0,2000
Downtown Core,Central Subzone,HDB 4-Room Flats,0,2000
Downtown Core,Central Subzone,HDB 5-Room and Executive Flats,0,2000
Downtown Core,Central Subzone,HUDC Flats (excluding those privatised),0,2000
Downtown Core,Central Subzone,Landed Properties,0,2000
Downtown Core,Central Subzone,Condominiums and Other Apartments,0,2000
Downtown Core,Central Subzone,Others,0,2000
Downtown Core,City Hall,HDB 1- and 2-Room Flats,0,2000
Downtown Core,City Hall,HDB 3-Room Flats,0,2000
Downtown Core,City Hall,HDB 4-Room Flats,0,2000
Downtown Core,City Hall,HDB 5-Room and Executive Flats,0,2000
Downtown Core,City Hall,HUDC Flats (excluding those privatised),0,2000
Downtown Core,City Hall,Landed Properties,0,2000
Downtown Core,City Hall,Condominiums and Other Apartments,0,2000
Downtown Core,City Hall,Others,0,2000
Downtown Core,Clifford Pier,HDB 1- and 2-Room Flats,0,2000
Downtown Core,Clifford Pier,HDB 3-Room Flats,0,2000
Downtown Core,Clifford Pier,HDB 4-Room Flats,0,2000
Downtown Core,Clifford Pier,HDB 5-Room and Executive Flats,0,2000
Downtown Core,Clifford Pier,HUDC Flats (excluding those privatised),0,2000
Downtown Core,Clifford Pier,Landed Properties,0,2000
Downtown Core,Clifford Pier,Condominiums and Other Apartments,0,2000
Downtown Core,Clifford Pier,Others,0,2000
Downtown Core,Marina Centre,HDB 1- and 2-Room Flats,0,2000
Downtown Core,Marina Centre,HDB 3-Room Flats,0,2000
Downtown Core,Marina Centre,HDB 4-Room Flats,0,2000
Downtown Core,Marina Centre,HDB 5-Room and Executive Flats,0,2000
Downtown Core,Marina Centre,HUDC Flats (excluding those privatised),0,2000
Downtown Core,Marina Centre,Landed Properties,0,2000
Downtown Core,Marina Centre,Condominiums and Other Apartments,0,2000
