PA,SZ,TOD,Hse,Time
Clementi,Clementi Woods,Landed Properties,70,2019
Clementi,Clementi Woods,Condominiums and Other Apartments,1440,2019
Clementi,Clementi Woods,Others,10,2019
Clementi,Faber,HDB 1- and 2-Room Flats,0,2019
Clementi,Faber,HDB 3-Room Flats,0,2019
Clementi,Faber,HDB 4-Room Flats,0,2019
Clementi,Faber,HDB 5-Room and Executive Flats,0,2019
Clementi,Faber,HUDC Flats (excluding those privatised),0,2019
Clementi,Faber,Landed Properties,440,2019
Clementi,Faber,Condominiums and Other Apartments,2020,2019
Clementi,Faber,Others,20,2019
Clementi,Pandan,HDB 1- and 2-Room Flats,0,2019
Clementi,Pandan,HDB 3-Room Flats,0,2019
Clementi,Pandan,HDB 4-Room Flats,0,2019
Clementi,Pandan,HDB 5-Room and Executive Flats,0,2019
Clementi,Pandan,HUDC Flats (excluding those privatised),0,2019
Clementi,Pandan,Landed Properties,0,2019
Clementi,Pandan,Condominiums and Other Apartments,0,2019
Clementi,Pandan,Others,0,2019
Clementi,Sunset Way,HDB 1- and 2-Room Flats,0,2019
Clementi,Sunset Way,HDB 3-Room Flats,90,2019
Clementi,Sunset Way,HDB 4-Room Flats,410,2019
Clementi,Sunset Way,HDB 5-Room and Executive Flats,590,2019
Clementi,Sunset Way,HUDC Flats (excluding those privatised),0,2019
Clementi,Sunset Way,Landed Properties,310,2019
Clementi,Sunset Way,Condominiums and Other Apartments,790,2019
Clementi,Sunset Way,Others,30,2019
Clementi,Toh Tuck,HDB 1- and 2-Room Flats,0,2019
Clementi,Toh Tuck,HDB 3-Room Flats,0,2019
Clementi,Toh Tuck,HDB 4-Room Flats,0,2019
Clementi,Toh Tuck,HDB 5-Room and Executive Flats,0,2019
Clementi,Toh Tuck,HUDC Flats (excluding those privatised),0,2019
Clementi,Toh Tuck,Landed Properties,0,2019
Clementi,Toh Tuck,Condominiums and Other Apartments,0,2019
Clementi,Toh Tuck,Others,0,2019
Clementi,West Coast,HDB 1- and 2-Room Flats,0,2019
Clementi,West Coast,HDB 3-Room Flats,0,2019
Clementi,West Coast,HDB 4-Room Flats,0,2019
Clementi,West Coast,HDB 5-Room and Executive Flats,0,2019
Clementi,West Coast,HUDC Flats (excluding those privatised),0,2019
Clementi,West Coast,Landed Properties,530,2019
Clementi,West Coast,Condominiums and Other Apartments,1960,2019
Clementi,West Coast,Others,0,2019
Downtown Core,Anson,HDB 1- and 2-Room Flats,0,2019
Downtown Core,Anson,HDB 3-Room Flats,0,2019
Downtown Core,Anson,HDB 4-Room Flats,0,2019
Downtown Core,Anson,HDB 5-Room and Executive Flats,0,2019
Downtown Core,Anson,HUDC Flats (excluding those privatised),0,2019
Downtown Core,Anson,Landed Properties,0,2019
Downtown Core,Anson,Condominiums and Other Apartments,200,2019
Downtown Core,Anson,Others,30,2019
Downtown Core,Bayfront Subzone,HDB 1- and 2-Room Flats,0,2019
Downtown Core,Bayfront Subzone,HDB 3-Room Flats,0,2019
Downtown Core,Bayfront Subzone,HDB 4-Room Flats,0,2019
Downtown Core,Bayfront Subzone,HDB 5-Room and Executive Flats,0,2019
Downtown Core,Bayfront Subzone,HUDC Flats (excluding those privatised),0,2019
Downtown Core,Bayfront Subzone,Landed Properties,0,2019
Downtown Core,Bayfront Subzone,Condominiums and Other Apartments,0,2019
Downtown Core,Bayfront Subzone,Others,0,2019
Downtown Core,Bugis,HDB 1- and 2-Room Flats,0,2019
Downtown Core,Bugis,HDB 3-Room Flats,0,2019
Downtown Core,Bugis,HDB 4-Room Flats,240,2019
Downtown Core,Bugis,HDB 5-Room and Executive Flats,0,2019
Downtown Core,Bugis,HUDC Flats (excluding those privatised),0,2019
Downtown Core,Bugis,Landed Properties,0,2019
Downtown Core,Bugis,Condominiums and Other Apartments,700,2019
Downtown Core,Bugis,Others,140,2019
Downtown Core,Cecil,HDB 1- and 2-Room Flats,0,2019
Downtown Core,Cecil,HDB 3-Room Flats,0,2019
Downtown Core,Cecil,HDB 4-Room Flats,0,2019
Downtown Core,Cecil,HDB 5-Room and Executive Flats,0,2019
Downtown Core,Cecil,HUDC Flats (excluding those privatised),0,2019
Downtown Core,Cecil,Landed Properties,0,2019
Downtown Core,Cecil,Condominiums and Other Apartments,1330,2019
Downtown Core,Cecil,Others,0,2019
Downtown Core,Central Subzone,HDB 1- and 2-Room Flats,0,2019
Downtown Core,Central Subzone,HDB 3-Room Flats,0,2019
Downtown Core,Central Subzone,HDB 4-Room Flats,0,2019
Downtown Core,Central Subzone,HDB 5-Room and Executive Flats,0,2019
Downtown Core,Central Subzone,HUDC Flats (excluding those privatised),0,2019
Downtown Core,Central Subzone,Landed Properties,0,2019
Downtown Core,Central Subzone,Condominiums and Other Apartments,2800,2019
Downtown Core,Central Subzone,Others,0,2019
Downtown Core,City Hall,HDB 1- and 2-Room Flats,0,2019
Downtown Core,City Hall,HDB 3-Room Flats,0,2019
Downtown Core,City Hall,HDB 4-Room Flats,0,2019
Downtown Core,City Hall,HDB 5-Room and Executive Flats,0,2019
Downtown Core,City Hall,HUDC Flats (excluding those privatised),0,2019
Downtown Core,City Hall,Landed Properties,0,2019
Downtown Core,City Hall,Condominiums and Other Apartments,290,2019
Downtown Core,City Hall,Others,0,2019
Downtown Core,Clifford Pier,HDB 1- and 2-Room Flats,0,2019
Downtown Core,Clifford Pier,HDB 3-Room Flats,0,2019
Downtown Core,Clifford Pier,HDB 4-Room Flats,0,2019
Downtown Core,Clifford Pier,HDB 5-Room and Executive Flats,0,2019
Downtown Core,Clifford Pier,HUDC Flats (excluding those privatised),0,2019
Downtown Core,Clifford Pier,Landed Properties,0,2019
Downtown Core,Clifford Pier,Condominiums and Other Apartments,0,2019
Downtown Core,Clifford Pier,Others,0,2019
Downtown Core,Marina Centre,HDB 1- and 2-Room Flats,0,2019
Downtown Core,Marina Centre,HDB 3-Room Flats,0,2019
Downtown Core,Marina Centre,HDB 4-Room Flats,0,2019
Downtown Core,Marina Centre,HDB 5-Room and Executive Flats,0,2019
Downtown Core,Marina Centre,HUDC Flats (excluding those privatised),0,2019
Downtown Core,Marina Centre,Landed Properties,0,2019
Downtown Core,Marina Centre,Condominiums and Other Apartments,0,2019
Downtown Core,Marina Centre,Others,0,2019
Downtown Core,Maxwell,HDB 1- and 2-Room Flats,0,2019
Downtown Core,Maxwell,HDB 3-Room Flats,0,2019
Downtown Core,Maxwell,HDB 4-Room Flats,0,2019
Downtown Core,Maxwell,HDB 5-Room and Executive Flats,0,2019
Downtown Core,Maxwell,HUDC Flats (excluding those privatised),0,2019
Downtown Core,Maxwell,Landed Properties,0,2019
Downtown Core,Maxwell,Condominiums and Other Apartments,0,2019
Downtown Core,Maxwell,Others,0,2019
Downtown Core,Phillip,HDB 1- and 2-Room Flats,0,2019
Downtown Core,Phillip,HDB 3-Room Flats,0,2019
Downtown Core,Phillip,HDB 4-Room Flats,0,2019
Downtown Core,Phillip,HDB 5-Room and Executive Flats,0,2019
Downtown Core,Phillip,HUDC Flats (excluding those privatised),0,2019
Downtown Core,Phillip,Landed Properties,0,2019
Downtown Core,Phillip,Condominiums and Other Apartments,0,2019
Downtown Core,Phillip,Others,0,2019
Downtown Core,Raffles Place,HDB 1- and 2-Room Flats,0,2019
Downtown Core,Raffles Place,HDB 3-Room Flats,0,2019
Downtown Core,Raffles Place,HDB 4-Room Flats,0,2019
Downtown Core,Raffles Place,HDB 5-Room and Executive Flats,0,2019
Downtown Core,Raffles Place,HUDC Flats (excluding those privatised),0,2019
Downtown Core,Raffles Place,Landed Properties,0,2019
Downtown Core,Raffles Place,Condominiums and Other Apartments,0,2019
Downtown Core,Raffles Place,Others,0,2019
Downtown Core,Tanjong Pagar,HDB 1- and 2-Room Flats,0,2019
Downtown Core,Tanjong Pagar,HDB 3-Room Flats,0,2019
Downtown Core,Tanjong Pagar,HDB 4-Room Flats,0,2019
Downtown Core,Tanjong Pagar,HDB 5-Room and Executive Flats,0,2019
Downtown Core,Tanjong Pagar,HUDC Flats (excluding those privatised),0,2019
Downtown Core,Tanjong Pagar,Landed Properties,0,2019
Downtown Core,Tanjong Pagar,Condominiums and Other Apartments,1980,2019
Downtown Core,Tanjong Pagar,Others,0,2019
Geylang,Aljunied,HDB 1- and 2-Room Flats,1480,2019
Geylang,Aljunied,HDB 3-Room Flats,4120,2019
Geylang,Aljunied,HDB 4-Room Flats,2900,2019
Geylang,Aljunied,HDB 5-Room and Executive Flats,1890,2019
Geylang,Aljunied,HUDC Flats (excluding those privatised),0,2019
Geylang,Aljunied,Landed Properties,350,2019
Geylang,Aljunied,Condominiums and Other Apartments,10330,2019
Geylang,Aljunied,Others,530,2019
Geylang,Geylang East,HDB 1- and 2-Room Flats,850,2019
Geylang,Geylang East,HDB 3-Room Flats,2580,2019
Geylang,Geylang East,HDB 4-Room Flats,2230,2019
Geylang,Geylang East,HDB 5-Room and Executive Flats,1100,2019
Geylang,Geylang East,HUDC Flats (excluding those privatised),0,2019
Geylang,Geylang East,Landed Properties,1260,2019
Geylang,Geylang East,Condominiums and Other Apartments,3930,2019
Geylang,Geylang East,Others,320,2019
Geylang,Kallang Way,HDB 1- and 2-Room Flats,0,2019
Geylang,Kallang Way,HDB 3-Room Flats,0,2019
Geylang,Kallang Way,HDB 4-Room Flats,0,2019
Geylang,Kallang Way,HDB 5-Room and Executive Flats,0,2019
Geylang,Kallang Way,HUDC Flats (excluding those privatised),0,2019
Geylang,Kallang Way,Landed Properties,0,2019
Geylang,Kallang Way,Condominiums and Other Apartments,0,2019
Geylang,Kallang Way,Others,0,2019
Geylang,Kampong Ubi,HDB 1- and 2-Room Flats,0,2019
Geylang,Kampong Ubi,HDB 3-Room Flats,370,2019
Geylang,Kampong Ubi,HDB 4-Room Flats,2640,2019
Geylang,Kampong Ubi,HDB 5-Room and Executive Flats,530,2019
Geylang,Kampong Ubi,HUDC Flats (excluding those privatised),0,2019
Geylang,Kampong Ubi,Landed Properties,0,2019
Geylang,Kampong Ubi,Condominiums and Other Apartments,0,2019
Geylang,Kampong Ubi,Others,80,2019
Geylang,Macpherson,HDB 1- and 2-Room Flats,2490,2019
Geylang,Macpherson,HDB 3-Room Flats,4910,2019
Geylang,Macpherson,HDB 4-Room Flats,2210,2019
Geylang,Macpherson,HDB 5-Room and Executive Flats,900,2019
Geylang,Macpherson,HUDC Flats (excluding those privatised),0,2019
Geylang,Macpherson,Landed Properties,500,2019
Geylang,Macpherson,Condominiums and Other Apartments,450,2019
Geylang,Macpherson,Others,200,2019
Hougang,Defu Industrial Park,HDB 1- and 2-Room Flats,0,2019
Hougang,Defu Industrial Park,HDB 3-Room Flats,0,2019
Hougang,Defu Industrial Park,HDB 4-Room Flats,0,2019
Hougang,Defu Industrial Park,HDB 5-Room and Executive Flats,0,2019
Hougang,Defu Industrial Park,HUDC Flats (excluding those privatised),0,2019
Hougang,Defu Industrial Park,Landed Properties,0,2019
Hougang,Defu Industrial Park,Condominiums and Other Apartments,0,2019
Hougang,Defu Industrial Park,Others,0,2019
Hougang,Hougang Central,HDB 1- and 2-Room Flats,0,2019
Hougang,Hougang Central,HDB 3-Room Flats,40,2019
Hougang,Hougang Central,HDB 4-Room Flats,450,2019
Hougang,Hougang Central,HDB 5-Room and Executive Flats,580,2019
Hougang,Hougang Central,HUDC Flats (excluding those privatised),0,2019
Hougang,Hougang Central,Landed Properties,250,2019
Hougang,Hougang Central,Condominiums and Other Apartments,220,2019
Hougang,Hougang Central,Others,50,2019
Hougang,Hougang East,HDB 1- and 2-Room Flats,0,2019
Hougang,Hougang East,HDB 3-Room Flats,630,2019
Hougang,Hougang East,HDB 4-Room Flats,4150,2019
Hougang,Hougang East,HDB 5-Room and Executive Flats,2300,2019
Hougang,Hougang East,HUDC Flats (excluding those privatised),0,2019
Hougang,Hougang East,Landed Properties,0,2019
Hougang,Hougang East,Condominiums and Other Apartments,920,2019
Hougang,Hougang East,Others,10,2019
Hougang,Hougang West,HDB 1- and 2-Room Flats,0,2019
Hougang,Hougang West,HDB 3-Room Flats,3310,2019
Hougang,Hougang West,HDB 4-Room Flats,7590,2019
Hougang,Hougang West,HDB 5-Room and Executive Flats,3380,2019
Hougang,Hougang West,HUDC Flats (excluding those privatised),0,2019
Hougang,Hougang West,Landed Properties,0,2019
Hougang,Hougang West,Condominiums and Other Apartments,0,2019
Hougang,Hougang West,Others,110,2019
Hougang,Kangkar,HDB 1- and 2-Room Flats,700,2019
Hougang,Kangkar,HDB 3-Room Flats,2480,2019
Hougang,Kangkar,HDB 4-Room Flats,3130,2019
Hougang,Kangkar,HDB 5-Room and Executive Flats,1360,2019
Hougang,Kangkar,HUDC Flats (excluding those privatised),0,2019
Hougang,Kangkar,Landed Properties,100,2019
Hougang,Kangkar,Condominiums and Other Apartments,4390,2019
Hougang,Kangkar,Others,80,2019
Hougang,Kovan,HDB 1- and 2-Room Flats,0,2019
Hougang,Kovan,HDB 3-Room Flats,320,2019
Hougang,Kovan,HDB 4-Room Flats,740,2019
Hougang,Kovan,HDB 5-Room and Executive Flats,300,2019
Hougang,Kovan,HUDC Flats (excluding those privatised),0,2019
Hougang,Kovan,Landed Properties,3160,2019
Hougang,Kovan,Condominiums and Other Apartments,4160,2019
Hougang,Kovan,Others,80,2019
Hougang,Lorong Ah Soo,HDB 1- and 2-Room Flats,0,2019
Hougang,Lorong Ah Soo,HDB 3-Room Flats,3300,2019
Hougang,Lorong Ah Soo,HDB 4-Room Flats,3200,2019
Hougang,Lorong Ah Soo,HDB 5-Room and Executive Flats,2010,2019
Hougang,Lorong Ah Soo,HUDC Flats (excluding those privatised),0,2019
Hougang,Lorong Ah Soo,Landed Properties,1050,2019
Hougang,Lorong Ah Soo,Condominiums and Other Apartments,2200,2019
Hougang,Lorong Ah Soo,Others,210,2019
Hougang,Lorong Halus,HDB 1- and 2-Room Flats,0,2019
Hougang,Lorong Halus,HDB 3-Room Flats,0,2019
Hougang,Lorong Halus,HDB 4-Room Flats,0,2019
Hougang,Lorong Halus,HDB 5-Room and Executive Flats,0,2019
Hougang,Lorong Halus,HUDC Flats (excluding those privatised),0,2019
Hougang,Lorong Halus,Landed Properties,0,2019
Hougang,Lorong Halus,Condominiums and Other Apartments,0,2019
Hougang,Lorong Halus,Others,0,2019
Hougang,Tai Seng,HDB 1- and 2-Room Flats,610,2019
Hougang,Tai Seng,HDB 3-Room Flats,170,2019
Hougang,Tai Seng,HDB 4-Room Flats,1410,2019
Hougang,Tai Seng,HDB 5-Room and Executive Flats,650,2019
Hougang,Tai Seng,HUDC Flats (excluding those privatised),0,2019
Hougang,Tai Seng,Landed Properties,1100,2019
Hougang,Tai Seng,Condominiums and Other Apartments,430,2019
Hougang,Tai Seng,Others,10,2019
Hougang,Trafalgar,HDB 1- and 2-Room Flats,2060,2019
Hougang,Trafalgar,HDB 3-Room Flats,660,2019
Hougang,Trafalgar,HDB 4-Room Flats,6240,2019
Hougang,Trafalgar,HDB 5-Room and Executive Flats,4820,2019
Hougang,Trafalgar,HUDC Flats (excluding those privatised),0,2019
Hougang,Trafalgar,Landed Properties,390,2019
Hougang,Trafalgar,Condominiums and Other Apartments,1030,2019
Hougang,Trafalgar,Others,0,2019
Jurong East,International Business Park,HDB 1- and 2-Room Flats,0,2019
Jurong East,International Business Park,HDB 3-Room Flats,0,2019
Jurong East,International Business Park,HDB 4-Room Flats,0,2019
Jurong East,International Business Park,HDB 5-Room and Executive Flats,0,2019
Jurong East,International Business Park,HUDC Flats (excluding those privatised),0,2019
Jurong East,International Business Park,Landed Properties,0,2019
Jurong East,International Business Park,Condominiums and Other Apartments,0,2019
Jurong East,International Business Park,Others,0,2019
Jurong East,Jurong Gateway,HDB 1- and 2-Room Flats,0,2019
Jurong East,Jurong Gateway,HDB 3-Room Flats,0,2019
Jurong East,Jurong Gateway,HDB 4-Room Flats,0,2019
Jurong East,Jurong Gateway,HDB 5-Room and Executive Flats,0,2019
Jurong East,Jurong Gateway,HUDC Flats (excluding those privatised),0,2019
Jurong East,Jurong Gateway,Landed Properties,0,2019
Jurong East,Jurong Gateway,Condominiums and Other Apartments,740,2019
Jurong East,Jurong Gateway,Others,30,2019
Jurong East,Jurong Port,HDB 1- and 2-Room Flats,0,2019
Jurong East,Jurong Port,HDB 3-Room Flats,0,2019
Jurong East,Jurong Port,HDB 4-Room Flats,0,2019
Jurong East,Jurong Port,HDB 5-Room and Executive Flats,0,2019
Jurong East,Jurong Port,HUDC Flats (excluding those privatised),0,2019
Jurong East,Jurong Port,Landed Properties,0,2019
Jurong East,Jurong Port,Condominiums and Other Apartments,0,2019
Jurong East,Jurong Port,Others,0,2019
Jurong East,Jurong River,HDB 1- and 2-Room Flats,0,2019
Jurong East,Jurong River,HDB 3-Room Flats,0,2019
Jurong East,Jurong River,HDB 4-Room Flats,0,2019
Jurong East,Jurong River,HDB 5-Room and Executive Flats,0,2019
Jurong East,Jurong River,HUDC Flats (excluding those privatised),0,2019
Jurong East,Jurong River,Landed Properties,0,2019
Jurong East,Jurong River,Condominiums and Other Apartments,0,2019
Jurong East,Jurong River,Others,0,2019
Jurong East,Lakeside,HDB 1- and 2-Room Flats,0,2019
Jurong East,Lakeside,HDB 3-Room Flats,0,2019
Jurong East,Lakeside,HDB 4-Room Flats,0,2019
Jurong East,Lakeside,HDB 5-Room and Executive Flats,0,2019
Jurong East,Lakeside,HUDC Flats (excluding those privatised),0,2019
Jurong East,Lakeside,Landed Properties,0,2019
Jurong East,Lakeside,Condominiums and Other Apartments,420,2019
Jurong East,Lakeside,Others,0,2019
Jurong East,Penjuru Crescent,HDB 1- and 2-Room Flats,0,2019
Jurong East,Penjuru Crescent,HDB 3-Room Flats,0,2019
Jurong East,Penjuru Crescent,HDB 4-Room Flats,0,2019
Jurong East,Penjuru Crescent,HDB 5-Room and Executive Flats,0,2019
Jurong East,Penjuru Crescent,HUDC Flats (excluding those privatised),0,2019
Jurong East,Penjuru Crescent,Landed Properties,0,2019
Jurong East,Penjuru Crescent,Condominiums and Other Apartments,0,2019
Jurong East,Penjuru Crescent,Others,0,2019
Jurong East,Teban Gardens,HDB 1- and 2-Room Flats,90,2019
Jurong East,Teban Gardens,HDB 3-Room Flats,1900,2019
Jurong East,Teban Gardens,HDB 4-Room Flats,2810,2019
Jurong East,Teban Gardens,HDB 5-Room and Executive Flats,1460,2019
Jurong East,Teban Gardens,HUDC Flats (excluding those privatised),0,2019
Jurong East,Teban Gardens,Landed Properties,0,2019
Jurong East,Teban Gardens,Condominiums and Other Apartments,0,2019
Jurong East,Teban Gardens,Others,10,2019
Jurong East,Toh Guan,HDB 1- and 2-Room Flats,0,2019
Jurong East,Toh Guan,HDB 3-Room Flats,270,2019
Jurong East,Toh Guan,HDB 4-Room Flats,1710,2019
Jurong East,Toh Guan,HDB 5-Room and Executive Flats,2620,2019
Jurong East,Toh Guan,HUDC Flats (excluding those privatised),0,2019
Jurong East,Toh Guan,Landed Properties,0,2019
Jurong East,Toh Guan,Condominiums and Other Apartments,0,2019
Jurong East,Toh Guan,Others,10,2019
Jurong East,Yuhua East,HDB 1- and 2-Room Flats,160,2019
Jurong East,Yuhua East,HDB 3-Room Flats,3330,2019
Jurong East,Yuhua East,HDB 4-Room Flats,2130,2019
Jurong East,Yuhua East,HDB 5-Room and Executive Flats,2150,2019
Jurong East,Yuhua East,HUDC Flats (excluding those privatised),0,2019
Jurong East,Yuhua East,Landed Properties,0,2019
Jurong East,Yuhua East,Condominiums and Other Apartments,930,2019
Jurong East,Yuhua East,Others,140,2019
Jurong East,Yuhua West,HDB 1- and 2-Room Flats,820,2019
Jurong East,Yuhua West,HDB 3-Room Flats,1570,2019
Jurong East,Yuhua West,HDB 4-Room Flats,1550,2019
Jurong East,Yuhua West,HDB 5-Room and Executive Flats,1580,2019
Jurong East,Yuhua West,HUDC Flats (excluding those privatised),0,2019
Jurong East,Yuhua West,Landed Properties,0,2019
Jurong East,Yuhua West,Condominiums and Other Apartments,1400,2019
Jurong East,Yuhua West,Others,80,2019
Jurong West,Boon Lay Place,HDB 1- and 2-Room Flats,1560,2019
Jurong West,Boon Lay Place,HDB 3-Room Flats,4680,2019
Jurong West,Boon Lay Place,HDB 4-Room Flats,1640,2019
Jurong West,Boon Lay Place,HDB 5-Room and Executive Flats,1780,2019
Jurong West,Boon Lay Place,HUDC Flats (excluding those privatised),0,2019
Jurong West,Boon Lay Place,Landed Properties,0,2019
Jurong West,Boon Lay Place,Condominiums and Other Apartments,430,2019
Jurong West,Boon Lay Place,Others,0,2019
Jurong West,Chin Bee,HDB 1- and 2-Room Flats,0,2019
Jurong West,Chin Bee,HDB 3-Room Flats,0,2019
Jurong West,Chin Bee,HDB 4-Room Flats,0,2019
Jurong West,Chin Bee,HDB 5-Room and Executive Flats,0,2019
Jurong West,Chin Bee,HUDC Flats (excluding those privatised),0,2019
Jurong West,Chin Bee,Landed Properties,0,2019
Jurong West,Chin Bee,Condominiums and Other Apartments,0,2019
Jurong West,Chin Bee,Others,0,2019
Jurong West,Hong Kah,HDB 1- and 2-Room Flats,510,2019
Jurong West,Hong Kah,HDB 3-Room Flats,4500,2019
Jurong West,Hong Kah,HDB 4-Room Flats,7100,2019
Jurong West,Hong Kah,HDB 5-Room and Executive Flats,3640,2019
Jurong West,Hong Kah,HUDC Flats (excluding those privatised),0,2019
Jurong West,Hong Kah,Landed Properties,0,2019
Jurong West,Hong Kah,Condominiums and Other Apartments,2890,2019
Jurong West,Hong Kah,Others,210,2019
Jurong West,Jurong West Central,HDB 1- and 2-Room Flats,30,2019
